-1.79806,-10.0502,2.6778,2.34882,0.651488,-2.75243,-12.8929,2.58571,-1.97661,0
-2.89878,-7.25948,2.66792,-2.97604,0.959943,-1.79806,-10.0502,2.6778,2.34882,0.651488
0.00716425,-6.57577,2.96458,1.33287,1.10565,-2.89878,-7.25948,2.66792,-2.97604,0.959943
-0.539398,-3.65193,2.57414,1.42284,1.2006,0.00716425,-6.57577,2.96458,1.33287,1.10565
-5.57981,-13.6148,3.28201,-0.715681,0.996127,-2.75243,-12.8929,2.58571,-1.97661,0
0.316016,-0.781496,2.74406,-0.838392,1.2359,-0.539398,-3.65193,2.57414,1.42284,1.2006
-4.93136,-16.5434,3.22972,1.20413,2.99037,-5.57981,-13.6148,3.28201,-0.715681,0.996127
-1.04374,1.89218,2.69394,-2.06868,1.26007,0.316016,-0.781496,2.74406,-0.838392,1.2359
-2.28711,4.62221,2.66308,-2.66161,1.26793,-1.04374,1.89218,2.69394,-2.06868,1.26007
0.277201,1.49156,3.41957,-2.50272,1.28253,-1.04374,1.89218,2.69394,-2.06868,1.26007
-5.25064,4.2024,2.8662,3.0544,1.30263,-2.28711,4.62221,2.66308,-2.66161,1.26793
2.37328,-8.39779,3.25052,2.98038,1.17511,0.00716425,-6.57577,2.96458,1.33287,1.10565
-8.07403,-11.9593,3.47753,1.94312,1.42025,-5.57981,-13.6148,3.28201,-0.715681,0.996127
5.27202,-7.66068,3.01822,0.840996,1.41322,2.37328,-8.39779,3.25052,2.98038,1.17511
0.120692,6.4114,2.627,0.428277,1.28819,-2.28711,4.62221,2.66308,-2.66161,1.26793
