4.47299,7.17089,3.94404,-0.549208,0.554572,2.45444,4.96462,3.94404,2.71231,0
6.31902,9.48074,3.94404,2.90929,0.820819,4.47299,7.17089,3.94404,-0.549208,0.554572
6.26599,12.4398,3.94404,2.1022,0.947173,6.31902,9.48074,3.94404,2.90929,0.820819
4.68412,14.9675,3.94404,-1.09202,1.00713,6.26599,12.4398,3.94404,2.1022,0.947173
1.69586,14.703,3.94404,-2.84555,1.03522,4.68412,14.9675,3.94404,-1.09202,1.00713
0.595107,17.4904,3.94404,0.550282,1.04319,1.69586,14.703,3.94404,-2.84555,1.03522
-2.30114,16.7191,3.94404,2.39773,1.0483,0.595107,17.4904,3.94404,0.550282,1.04319
-5.22861,17.3574,3.94404,2.31978,1.05047,-2.30114,16.7191,3.94404,2.39773,1.0483
0.156527,3.03652,3.89883,-1.04018,0.55777,2.45444,4.96462,3.94404,2.71231,0
0.830732,0.114601,3.98734,0.309789,0.810532,0.156527,3.03652,3.89883,-1.04018,0.55777
0.93602,-2.88307,4.04114,2.37669,0.931952,0.830732,0.114601,3.98734,0.309789,0.810532
-0.641252,-5.43473,4.07637,1.94555,0.989785,0.93602,-2.88307,4.04114,2.37669,0.931952
1.48369,-7.55087,3.99543,-0.701318,1.00702,-0.641252,-5.43473,4.07637,1.94555,0.989785
5.82363,17.7286,4.2235,2.85335,1.02802,4.68412,14.9675,3.94404,-1.09202,1.00713
-4.12009,15.1923,3.78833,1.64103,1.05184,-2.30114,16.7191,3.94404,2.39773,1.0483
