-2.07627,-0.0493296,4.01875,-0.452141,0.953753,-2.09765,0.672282,4.01875,2.96879,0
-2.11321,-3.03416,4.01875,2.64534,1.27042,-2.07627,-0.0493296,4.01875,-0.452141,0.953753
-2.22805,-6.02449,4.01875,0.0647715,1.48863,-2.11321,-3.03416,4.01875,2.64534,1.27042
-3.20752,-8.8562,4.01875,-1.26507,1.59038,-2.22805,-6.02449,4.01875,0.0647715,1.48863
-1.3986,-11.2475,4.01875,-2.15069,1.63886,-3.20752,-8.8562,4.01875,-1.26507,1.59038
1.33889,-12.4736,4.01875,-0.198787,1.66151,-1.3986,-11.2475,4.01875,-2.15069,1.63886
2.14473,-15.3617,4.01875,0.131172,1.6724,1.33889,-12.4736,4.01875,-0.198787,1.66151
-0.399261,-16.9238,4.01875,-0.925207,1.67748,2.14473,-15.3617,4.01875,0.131172,1.6724
-3.3378,-17.4793,4.01875,-3.0887,1.67981,-0.399261,-16.9238,4.01875,-0.925207,1.67748
-6.14085,-16.4259,3.83648,3.01985,1.68092,-3.3378,-17.4793,4.01875,-3.0887,1.67981
0.676933,-4.01137,4.52881,-2.45414,1.47207,-2.11321,-3.03416,4.01875,2.64534,1.27042
0.873489,0.786753,3.61969,-2.30853,0.544166,-2.09765,0.672282,4.01875,2.96879,0
-2.09092,3.67156,4.08398,-1.32437,0.414171,-2.09765,0.672282,4.01875,2.96879,0
-7.36812,-19.1602,3.96807,-2.33794,1.6812,-6.14085,-16.4259,3.83648,3.01985,1.68092
-6.16528,-8.36385,4.11499,-2.89767,1.63911,-3.20752,-8.8562,4.01875,-1.26507,1.59038
