-8.01584,12.6538,3.92586,-1.19119,0.548701,-9.45881,15.2835,3.97382,-2.83584,0
-5.39585,11.1941,3.99617,-1.65266,0.649377,-8.01584,12.6538,3.92586,-1.19119,0.548701
-3.07103,13.0897,4.03918,-0.278978,0.772146,-5.39585,11.1941,3.99617,-1.65266,0.649377
-0.81174,11.1167,4.09363,-0.945898,0.830138,-3.07103,13.0897,4.03918,-0.278978,0.772146
1.35807,9.04743,4.19377,-1.72495,0.857532,-0.81174,11.1167,4.09363,-0.945898,0.830138
1.43723,6.04866,4.16051,1.70884,0.870472,1.35807,9.04743,4.19377,-1.72495,0.857532
1.89918,3.08449,4.14258,0.599135,0.875946,1.43723,6.04866,4.16051,1.70884,0.870472
0.742644,13.6822,4.049,-1.38674,0.857155,-0.81174,11.1167,4.09363,-0.945898,0.830138
-0.626859,1.46673,4.09797,-2.21633,0.878238,1.89918,3.08449,4.14258,0.599135,0.875946
-3.20088,16.0771,3.79677,1.53203,0.82982,-3.07103,13.0897,4.03918,-0.278978,0.772146
4.28468,9.69211,4.0548,-2.94841,0.870472,1.35807,9.04743,4.19377,-1.72495,0.857532
-0.473447,-1.52871,4.15974,1.43035,0.879576,-0.626859,1.46673,4.09797,-2.21633,0.878238
2.08326,-3.09641,4.23441,1.91355,0.880163,-0.473447,-1.52871,4.15974,1.43035,0.879576
6.81971,11.2942,3.97168,1.17786,0.876584,4.28468,9.69211,4.0548,-2.94841,0.870472
1.1842,-5.9547,4.08663,1.0971,0.880435,2.08326,-3.09641,4.23441,1.91355,0.880163
