-0.751304,8.32389,3.62418,-2.35226,0.433952,-0.824311,5.32599,3.62418,1.44256,0
-0.303826,9.82636,3.62418,-0.915155,0.801788,-0.751304,8.32389,3.62418,-2.35226,0.433952
-1.64119,12.5084,3.62418,-1.20777,0.977604,-0.303826,9.82636,3.62418,-0.915155,0.801788
-4.42116,13.5851,3.62418,-1.87261,1.0599,-1.64119,12.5084,3.62418,-1.20777,0.977604
-4.64093,16.5768,3.62418,-0.323681,1.09823,-4.42116,13.5851,3.62418,-1.87261,1.0599
-7.56827,17.1994,3.62418,1.68147,1.22563,-4.64093,16.5768,3.62418,-0.323681,1.09823
-1.87399,2.51562,3.62896,-2.55,0.184412,-0.824311,5.32599,3.62418,1.44256,0
-0.299902,-0.0345924,3.76551,1.01228,0.447884,-1.87399,2.51562,3.62896,-2.55,0.184412
-2.07072,-2.45536,3.82921,-0.289471,0.573351,-0.299902,-0.0345924,3.76551,1.01228,0.447884
-7.23711,12.5599,3.48528,2.757,1.09845,-4.42116,13.5851,3.62418,-1.87261,1.0599
-1.7282,-4.45456,4.57412,2.67869,0.634269,-2.07072,-2.45536,3.82921,-0.289471,0.573351
-3.21803,-7.05708,4.48855,2.49762,0.665551,-1.7282,-4.45456,4.57412,2.67869,0.634269
0.968305,13.9846,3.51784,-2.58266,1.06088,-1.64119,12.5084,3.62418,-1.20777,0.977604
2.6944,-0.185963,3.87161,-2.98456,0.573351,-0.299902,-0.0345924,3.76551,1.01228,0.447884
-1.42766,-9.46316,4.56181,-1.01847,0.680415,-3.21803,-7.05708,4.48855,2.49762,0.665551
